matrícula,nome,idade,renda,cor,sexo,ano_curso,escola,curso,logradouro,numero,bairro,cidade,uf,cep,motivação,porcentagem_concluida_curso,coordenadas_long_lat,distrito,distancia_ate_puc
RA55000235,Nariele Godoi Vilalobos,20,1349.44,branca,feminino,4,pública,medicina,Rua Diogo Barbosa,435,Vila Marari,São Paulo,SP,04403-210,6,0.6666666666666666,"-46.6631442, -23.6751645",CID ADEMAR,15310.336636793372
RA55000236,Azelina Olivares,20,1957.43,branca,feminino,4,privada,história,Rua São Marcos,547,Chácara Gaivotas,São Paulo,SP,04849-314,7,1.0,"-46.6653668, -23.7370211",GRAJAU,22194.35487866624
RA55000237,Erinaldo Velasques,20,1536.43,branca,masculino,4,privada,administração,Rua Sete de Abril,772,Centro,São Paulo,SP,01044-907,7,1.0,"-46.6424444, -23.5443275",REPUBLICA,3016.5027408243695
RA55000238,Irvanio Toscano Quirino Botelho,20,1992.43,preta,masculino,4,pública,filosofia,Rua Quinze de Novembro,746,Centro,São Paulo,SP,01013-907,7,1.3333333333333333,"-46.6342173, -23.5475305",SE,3919.3922602906746
RA55000239,Yoshiko Gravato,20,2250.43,preta,feminino,4,pública,direito,Rua Sargento Jorge Monçores,819,Conjunto Habitacional Marechal Mascarenhas de Morais,São Paulo,SP,03977-320,8,0.8,"-46.4952439, -23.6177645",SAPOPEMBA,20040.27944127795
RA55000240,Hernes Moreira Lalanda,20,2386.43,branca,masculino,4,pública,design,Rua Flor de Maio,247,Parque das Flores,São Paulo,SP,08391-435,6,1.3333333333333333,"-46.4444851, -23.642356",SAO RAFAEL,25899.909707520554
RA55000241,Raian Vides,20,1227.44,preta,masculino,4,pública,história,Praça Gute,947,Vila Mariana,São Paulo,SP,04118-110,8,1.0,"-46.6289013, -23.5953922",VILA MARIANA,7713.803166999641
RA55000242,Genildo Tavares,20,1526.43,branca,masculino,4,privada,direito,Rua Sargento Agostinho Ferreira,927,Vila Maria,São Paulo,SP,02129-001,7,0.8,"-46.58596410000001, -23.5038666",VILA MARIA,9502.126652967654
RA55000243,Linek Rodovalho Lousã,20,1860.43,preta,masculino,4,privada,administração,Rua Pedro Doll,676,Santana,São Paulo,SP,02404-001,7,1.0,"-46.6314, -23.4902621",SANTANA,6703.2872424627785
RA55000244,Valderlandia Alvarenga,20,2089.43,branca,feminino,4,privada,direito,Rua Silva Pinto,972,Bom Retiro,São Paulo,SP,01126-010,6,0.8,"-46.6400348, -23.5290012",BOM RETIRO,3337.783119643367
RA55000245,Germana Morgado Cerqueira Temes,20,2271.43,branca,feminino,4,privada,ciência da computação,Rua 5 de Outubro,522,Chácara Gaivotas,São Paulo,SP,04849-309,6,1.0,"-46.6641055, -23.739427",GRAJAU,22466.373074854124
RA55000246,Jetro Bilhalva Redondo,20,1350.44,branca,masculino,4,privada,história,Rua Monsenhor Salim,959,Itaim Paulista,São Paulo,SP,08111-180,7,1.0,"-46.3795467, -23.4951311",ITAIM PAULISTA,30166.617988947506
RA55000247,Clauton Fiúza Vilarinho Sabrosa,20,1395.44,branca,masculino,4,privada,administração,Praça Guarus,280,Parque do Lago,São Paulo,SP,04944-160,7,1.0,"-46.7756636, -23.7103103",JD ANGELA,21965.37137805826
RA55000248,Luzimario Mesquita Faleiro Linhares,20,1492.43,branca,masculino,4,privada,ciência de dados,Rua Capitão Salomão,840,Centro,São Paulo,SP,01034-020,8,1.1428571428571428,"-46.6369455, -23.5429693",REPUBLICA,3538.623417017247
RA55000249,Melki Sobral,20,2172.43,branca,masculino,4,privada,história,Rua Rosa de Nossa Senhora,913,Vila Reis,São Paulo,SP,08040-400,6,1.0,"-46.450615, -23.5085513",VILA JACUI,22764.276187763186
RA55000250,Ivanilza Águeda Sampaio Capucho,20,2329.43,branca,feminino,4,privada,administração,Rua Primeiro de Maio,149,Jardim São Francisco,São Paulo,SP,08390-263,6,1.0,"-46.4498428, -23.626695",SAO RAFAEL,24662.874502099457
RA55000251,Eberti Ferrão,20,1718.43,preta,masculino,4,privada,história,Avenida Sargento Geraldo Sant'Ana,512,Jardim Taquaral,São Paulo,SP,04674-903,8,1.0,"-46.68583839999999, -23.6636472",CAMPO GRANDE,14083.008510966865
RA55000252,Zenito Cantanhede,20,2107.43,branca,masculino,4,privada,história,Rua Vale Maior,533,Jardim Miriam,São Paulo,SP,04417-040,6,1.0,"-46.6330779, -23.6826318",CID ADEMAR,16584.32505243797
RA55000253,Roneide Fiães Garcia,20,2235.43,branca,feminino,4,privada,medicina,Rua Major Dantas Cortez,683,Vila Gustavo,São Paulo,SP,02206-001,7,0.6666666666666666,"-46.594991, -23.483777",TUCURUVI,9859.69966630543
RA55000254,Elinaria Rolim Porciúncula,20,1790.43,preta,feminino,4,pública,design,Rua Flor de Abril,918,Jardim Peri,São Paulo,SP,02651-140,7,1.3333333333333333,"-46.6575641, -23.4601589",CACHOEIRINHA,8799.365160982847
RA55000255,Islei Rodovalho Muniz,20,1649.43,branca,feminino,4,privada,filosofia,Rua Marechal Malet,251,Parque da Vila Prudente,São Paulo,SP,03140-020,7,1.3333333333333333,"-46.5794609, -23.5883275",VILA PRUDENTE,10914.026833796668
RA55000256,Alicson Leite Santiago Seixas,20,1837.43,branca,masculino,4,privada,ciência de dados,Rua Nossa Senhora Aparecida,347,Jardim Felicidade (Zona Norte),São Paulo,SP,02326-105,8,1.1428571428571428,"-46.5768098, -23.4440407",JACANA,14243.92584809938
RA55000257,Rilari Delgado Roriz Carvalheira,20,1920.43,branca,feminino,4,pública,ciência da computação,Rua Nove de Julho,501,Santo Amaro,São Paulo,SP,04739-900,7,1.0,"-46.6971311, -23.6462365",SANTO AMARO,12348.857952078884
RA55000258,Cinesio Barreto Quental Gusmão,20,1746.43,branca,masculino,4,privada,engenharia biomédica,Rua Caetano Mero,60,Vila Constança,São Paulo,SP,04658-080,7,0.8,"-46.6654077, -23.672821",CID ADEMAR,15038.489129252366
RA55000259,Waltemar Canela Freitas,20,1600.43,preta,masculino,4,privada,filosofia,Rua Nove de Julho,501,Santo Amaro,São Paulo,SP,04739-900,8,1.3333333333333333,"-46.6971311, -23.6462365",SANTO AMARO,12348.857952078884
RA55000260,Erich Vilante Bandeira,20,1634.43,branca,masculino,4,privada,design,Rua Major Marcelino,634,Brás,São Paulo,SP,03025-020,6,1.3333333333333333,"-46.6071823, -23.5326216",BELEM,6563.684618934228
RA55000261,Eliede Urias Cedro Santiago,20,1277.44,branca,masculino,4,privada,medicina,Rua Piruini,530,Jardim Jaú (Zona Leste),São Paulo,SP,03710-110,8,0.6666666666666666,"-46.5496027, -23.5111231",PENHA,12774.498493211362
RA55000262,Sinesio Parafita Negreiros Alcaide,20,1984.43,branca,masculino,4,pública,medicina,Rua Monsenhor Anacleto,754,Brás,São Paulo,SP,03003-020,8,0.6666666666666666,"-46.6232286, -23.5464915",BRAS,4986.040563792412
RA55000263,Elifas Pais Ávila Grangeia,20,1739.43,branca,masculino,4,privada,ciência da computação,Avenida Dois,60,Colônia (Zona Leste),São Paulo,SP,08260-430,7,1.0,"-46.4213694, -23.5931085",IGUATEMI,26232.920020413756
RA55000264,Tone Sabrosa Fraga,20,1414.44,branca,masculino,4,privada,design,Rua Batista Caetano,419,Aclimação,São Paulo,SP,04108-130,7,1.3333333333333333,"-46.6286718, -23.5813875",VILA MARIANA,6494.4423184890375
RA55000265,Clemes Da Costa,20,2101.43,branca,masculino,4,privada,medicina,Rua Rio de Janeiro,805,Parque Recreio,São Paulo,SP,04891-230,8,0.6666666666666666,"-46.7442007, -23.8480828",PARELHEIROS,35361.43494647678
RA55000266,Maellen Quinta Cordeiro,20,1319.44,preta,feminino,4,privada,ciência de dados,Rua Marco Martini,861,Jardim Dona Deolinda,São Paulo,SP,08032-580,7,1.1428571428571428,"-46.4287889, -23.5202641",LAJEADO,24832.452103734868
RA55000267,Josefe Anjos Regueira,20,2042.43,branca,masculino,4,privada,ciência da computação,Rua Caetano do Amaral,274,Vila Cruzeiro,São Paulo,SP,03382-130,7,1.0,"-46.5303, -23.579381",VILA FORMOSA,15104.108920755638
RA55000268,Elite Uchoa,20,2313.43,branca,feminino,4,privada,direito,Avenida Onze de Junho,571,Vila Clementino,São Paulo,SP,04041-002,7,0.8,"-46.6423513, -23.6017143",SAUDE,7683.834383500195
RA55000269,Clerisvalda Pedro Guterres Ferraço,20,1979.43,branca,feminino,4,pública,administração,Travessa Dezoito de Dezembro,659,Vila Tolstoi,São Paulo,SP,03269-035,8,1.0,"-46.5237118, -23.6032076",SAPOPEMBA,16716.908855219484
RA55000270,Mauriso Monteiro Sabala Manso,20,2330.43,branca,masculino,4,privada,ciência da computação,Rua Major Gomes Ribeiro,743,Vila Santa Teresa (Zona Leste),São Paulo,SP,03565-020,8,1.0,"-46.4960198, -23.5382945",ARTUR ALVIM,17886.399403598138
RA55000271,Valdionir Ferraço Vilas Boas,20,2008.43,branca,masculino,4,privada,engenharia biomédica,Praça Gute,947,Vila Mariana,São Paulo,SP,04118-110,7,0.8,"-46.6289013, -23.5953922",VILA MARIANA,7713.803166999641
RA55000272,Odalirio Talhão,20,2279.43,preta,masculino,4,privada,ciência de dados,Rua Marino Pinto,894,Jardim Palmares (Zona Sul),São Paulo,SP,04457-090,7,1.1428571428571428,"-46.6782738, -23.6893317",CAMPO GRANDE,16883.32093087177
RA55000273,Angel Cordeiro Prudente Cedro,20,1475.43,branca,masculino,4,pública,medicina,Rua Rio Maruí,679,Itaquera,São Paulo,SP,08215-640,7,0.6666666666666666,"-46.4437759, -23.5492029",JOSE BONIFACIO,23253.443137277274
RA55000274,Elizate Maior Rosmaninho,20,2403.43,branca,feminino,4,privada,administração,Rua Rainha-do-Bosque,864,Vila Santa Inês,São Paulo,SP,03812-030,6,1.0,"-46.4662972, -23.4939114",VILA JACUI,21496.262476632328
RA55000275,Rosembergue Pequeno Amorim,20,1605.43,branca,masculino,4,pública,filosofia,Rua André de Almeida,410,Cidade São Mateus,São Paulo,SP,03950-000,8,1.3333333333333333,"-46.4885923, -23.5894345",SAO MATEUS,19502.270763234083
RA55000276,Delba Miranda Gorjão,20,1664.43,branca,feminino,4,pública,ciência da computação,Travessa Sete de Setembro,449,Recanto dos Humildes,São Paulo,SP,05209-550,8,1.0,"-46.75037930000001, -23.4129273",PERUS,16131.316224457978
RA55000277,Regilma Vilalobos Pires Palma,20,2366.43,branca,feminino,4,pública,engenharia biomédica,Rua Marechal Pimentel,204,Sacomã,São Paulo,SP,04248-100,6,0.8,"-46.5964786, -23.6104991",SACOMA,11109.393364396637
RA55000278,Shinaider Veleda Mascarenhas,20,2004.43,branca,masculino,4,privada,administração,Rua Silva Pinto,972,Bom Retiro,São Paulo,SP,01126-010,7,1.0,"-46.6400348, -23.5290012",BOM RETIRO,3337.783119643367
RA55000279,Orjana Cascais Pardo Borba,20,2137.43,branca,feminino,4,privada,direito,Rua Sargento Agostinho Ferreira,927,Vila Maria,São Paulo,SP,02129-001,7,0.8,"-46.58596410000001, -23.5038666",VILA MARIA,9502.126652967654
RA55000280,Adanir Mondragão,20,2065.43,branca,feminino,4,privada,direito,Rua Sete de Junho,453,União de Vila Nova,São Paulo,SP,08072-075,6,0.8,"-46.4563377, -23.4870127",VILA JACUI,22669.01501318083
RA55000281,Osvaldenir Úria,20,2197.43,branca,masculino,4,privada,medicina,Rua Manuel Pinto,121,Jardim Eliza,São Paulo,SP,05776-460,6,0.6666666666666666,"-46.7483126, -23.6372559",CAMPO LIMPO,13574.952178879495
RA55000282,Valdevane Diegues,20,1774.43,branca,masculino,4,privada,medicina,Rua André de Almeida,410,Cidade São Mateus,São Paulo,SP,03950-000,8,0.6666666666666666,"-46.4885923, -23.5894345",SAO MATEUS,19502.270763234083
RA55000283,Oliva Monjardim Matoso Gama,20,1452.43,branca,feminino,4,pública,história,Rua Três de Maio,943,Vila Clementino,São Paulo,SP,04044-020,7,1.0,"-46.6420636, -23.6039906",SAUDE,7929.879774069002
RA55000284,Ortilia Pardo Carneiro,20,1787.43,branca,feminino,4,pública,engenharia biomédica,Rua Nossa Senhora da Paz,485,Jardim Almeida,São Paulo,SP,04866-245,8,0.8,"-46.7266499, -23.8023856",PARELHEIROS,30011.51551115775
RA55000285,Taislane Garrido Canela Matias,20,1739.43,branca,feminino,4,privada,administração,Rua São Pedro,208,Recanto Verde do Sol,São Paulo,SP,08382-110,8,1.0,"-46.4204982, -23.6161821",IGUATEMI,27033.981840616416
RA55000286,Zeno Seabra Seabra,20,1559.43,branca,masculino,4,pública,medicina,Rua Marconi,820,Centro,São Paulo,SP,01047-905,8,0.6666666666666666,"-46.6404438, -23.5456485",REPUBLICA,3250.733925917892
RA55000287,Merilin Távora,20,1243.44,branca,feminino,4,privada,medicina,Rua Marconi,585,Centro,São Paulo,SP,01047-910,8,0.6666666666666666,"-46.6404438, -23.5456485",REPUBLICA,3250.733925917892
RA55000288,Izonilda Salazar Argolo Simão,20,2132.43,branca,feminino,4,privada,medicina,Praça Três de Setembro,892,Vila Alpina,São Paulo,SP,03207-060,6,0.6666666666666666,"-46.5658149, -23.6026004",VILA PRUDENTE,12942.981651753376
RA55000289,Vanisi Sobral,20,1786.43,branca,feminino,4,pública,administração,Rua João Paulo,132,Piqueri,São Paulo,SP,02913-080,8,1.0,"-46.7133141, -23.501929",PIRITUBA,5895.779866640157
RA55000290,Glaciara Adão,20,2379.43,branca,feminino,4,privada,ciência da computação,Rua Dom Valverde,947,Vila Monumento,São Paulo,SP,04261-090,8,1.0,"-46.6118806, -23.5805204",IPIRANGA,7686.081850582185
RA55000291,Avelina Cabreira Mondragão,20,1393.44,preta,feminino,4,privada,administração,Rua Marechal Mello Ararigbóia,289,Vila Francos,São Paulo,SP,02880-060,6,1.0,"-46.6744801, -23.4684542",BRASILANDIA,7770.977439532229
RA55000292,Enileia Mantas,20,2074.43,branca,feminino,4,privada,ciência da computação,Rua Marco Martini,861,Jardim Dona Deolinda,São Paulo,SP,08032-580,8,1.0,"-46.4287889, -23.5202641",LAJEADO,24832.452103734868
RA55000293,Gualter Campelo,20,2158.43,branca,masculino,4,privada,direito,Rua Carapuruí,62,Alto da Lapa,São Paulo,SP,05059-050,7,0.8,"-46.7111633, -23.532242",LAPA,4133.886749810862
RA55000294,Eziel Olaio,20,2233.43,branca,masculino,4,privada,medicina,Rua Antônio Maio,892,Jardim Previdência,São Paulo,SP,04163-020,8,0.6666666666666666,"-46.6132846, -23.6213818",CURSINO,11012.134060800978
RA55000295,Natalia Souto Maior Cascais Reino,20,1594.43,branca,feminino,4,pública,história,Rua Dom Valverde,947,Vila Monumento,São Paulo,SP,04261-090,8,1.0,"-46.6118806, -23.5805204",IPIRANGA,7686.081850582185
RA55000296,Eucana Ferraz Pequeno,20,1437.44,preta,masculino,4,pública,design,Rua Major Claudiano,49,Vila Gea,São Paulo,SP,04692-030,6,1.3333333333333333,"-46.6893496, -23.6760395",CAMPO GRANDE,15496.507375600151
RA55000297,Deusinete Coutinho Lagoa,20,1343.44,branca,feminino,4,privada,ciência da computação,Rua Quinze de Novembro,803,Cantinho do Céu,São Paulo,SP,04849-527,6,1.0,"-46.6576262, -23.7408176",GRAJAU,22652.334657008527
RA55000298,Oziel Pinto Linhares,20,2098.43,branca,masculino,4,pública,medicina,Rua Marconi,820,Centro,São Paulo,SP,01047-905,6,0.6666666666666666,"-46.6404438, -23.5456485",REPUBLICA,3250.733925917892
RA55000299,Adenisson Bragança Lobo,20,1330.44,branca,masculino,4,privada,ciência de dados,Rua Trio Arquiduque,434,Jardim São Bernardo,São Paulo,SP,04844-520,6,1.1428571428571428,"-46.7019491, -23.7590457",GRAJAU,24840.386314734624
RA55000300,Uendell Resende,20,1309.44,branca,masculino,4,privada,história,Rua Pedro Doll,676,Santana,São Paulo,SP,02404-001,7,1.0,"-46.6314, -23.4902621",SANTANA,6703.2872424627785
RA55000301,Charlini Pires Castanheira Aldeia,20,2011.43,branca,feminino,4,privada,ciência da computação,Rua Pires de Almeida,58,Vila Pita,São Paulo,SP,02478-130,4,1.0,"-46.66178290000001, -23.4775089",CACHOEIRINHA,6821.787449293521
RA55000302,Varlei Marins Castro Serro,20,1535.43,branca,feminino,4,privada,filosofia,Rua Vandoma,793,Parque Cocaia,São Paulo,SP,04850-170,4,1.3333333333333333,"-46.6784405, -23.7543455",GRAJAU,24129.31153547043
RA55000303,Geones Sintra,20,1627.43,branca,masculino,4,privada,medicina,Rua Treze de Maio,917,Cantinho do Céu,São Paulo,SP,04849-650,4,0.6666666666666666,"-46.6573675, -23.7404567",GRAJAU,22613.80158862518
RA55000304,Elter Júdice,20,2039.43,preta,masculino,4,pública,filosofia,Praça Sete de Fevereiro,594,Vila Formosa,São Paulo,SP,03358-020,5,1.3333333333333333,"-46.5514324, -23.5637006",VILA FORMOSA,12556.91232143497
RA55000305,Vanderlandia Castilhos,20,1999.43,branca,feminino,4,privada,ciência de dados,Avenida Onze de Junho,571,Vila Clementino,São Paulo,SP,04041-002,4,1.1428571428571428,"-46.6423513, -23.6017143",SAUDE,7683.834383500195
RA55000306,Daluz Barbosa,20,1461.43,preta,feminino,4,privada,ciência da computação,Rua Caetano Ruyvo,713,Parque Ramos Freitas,São Paulo,SP,02353-060,5,1.0,"-46.6048447, -23.4528242",TREMEMBE,11674.3754347214
RA55000307,Dasilva Matosinhos Fidalgo,20,1540.43,branca,masculino,4,pública,filosofia,Vila São João,348,Cidade São Mateus,São Paulo,SP,03961-130,4,1.3333333333333333,"-46.48318, -23.6033971",SAO MATEUS,20530.036394070936
RA55000308,Jusiane Faia Barrocas Feira,20,1679.43,branca,feminino,4,pública,filosofia,Avenida Sargento Geraldo Sant'Ana,512,Jardim Taquaral,São Paulo,SP,04674-903,5,1.3333333333333333,"-46.68583839999999, -23.6636472",CAMPO GRANDE,14083.008510966865
RA55000309,Sany Sá Cascais,20,2189.43,branca,feminino,4,privada,direito,Avenida Dezenove de Janeiro,320,Vila Carrão,São Paulo,SP,03449-000,5,0.8,"-46.52632699999999, -23.5554447",CARRAO,14917.301068142124
RA55000310,Ivanderlei Mendes Cortesão,20,2191.43,branca,masculino,4,privada,engenharia biomédica,Rua Major Gomes Ribeiro,743,Vila Santa Teresa (Zona Leste),São Paulo,SP,03565-020,5,0.8,"-46.4960198, -23.5382945",ARTUR ALVIM,17886.399403598138
RA55000311,Linick Gois Sandinha Amaral,20,1998.43,branca,masculino,4,privada,ciência da computação,Avenida Nove de Julho,873,Jardim Paulista,São Paulo,SP,01407-907,4,1.0,"-46.6464483, -23.5516417",BELA VISTA,2944.51145970177
RA55000312,Aiane Beiriz Canedo,20,2217.43,branca,feminino,4,privada,design,Rua Peruíbe,864,Jardim Europa,São Paulo,SP,01448-090,5,1.3333333333333333,"-46.6835599, -23.5811095",ITAIM BIBI,4962.656159834093
RA55000313,Bartolino Malheiro Teles Botica,20,1269.44,branca,masculino,4,privada,história,Rua Dezenove de Julho,875,Jardim São José (Zona Norte),São Paulo,SP,02971-040,4,1.0,"-46.7110407, -23.4863841",PIRITUBA,7056.772115547531
RA55000314,Liniker Lara Santos,20,1549.43,preta,masculino,4,privada,história,Rua Treze de Agosto,878,Vila União (Zona Leste),São Paulo,SP,03920-070,5,1.0,"-46.5206946, -23.597979",SAPOPEMBA,16754.085832078486
RA55000315,Andrei Frois,20,2074.43,branca,masculino,4,privada,engenharia biomédica,Rua Rio de Janeiro,805,Parque Recreio,São Paulo,SP,04891-230,4,0.8,"-46.7442007, -23.8480828",PARELHEIROS,35361.43494647678
RA55000316,Almaiza Medeiros Ximenes,20,1731.43,branca,feminino,4,privada,ciência de dados,Rua Capitão Rangel,574,Vila São Geraldo,São Paulo,SP,03607-100,5,1.1428571428571428,"-46.5442257, -23.5174735",PENHA,13166.733326935073
RA55000317,Elizabeth Matias Alpuim,20,2233.43,branca,feminino,4,privada,design,Rua Caetano do Amaral,274,Vila Cruzeiro,São Paulo,SP,03382-130,5,1.3333333333333333,"-46.5303, -23.579381",VILA FORMOSA,15104.108920755638
RA55000318,Rosimeri Correia,20,1374.44,branca,feminino,4,privada,engenharia biomédica,Viela Treze de Abril,495,Jardim Nazareth,São Paulo,SP,08150-750,4,0.8,"-46.4040452, -23.5165078",VILA CURUCA,27385.846594936094
RA55000319,Aldonei Nolasco,20,2232.43,branca,masculino,4,privada,direito,Rua São Vito,399,Brás,São Paulo,SP,03007-030,5,0.8,"-46.6139513, -23.5377391",BRAS,5844.334758863411
RA55000320,Nizael Liberato Ginjeira Ninharelhos,20,2334.43,branca,masculino,4,pública,história,Rua Treze de Maio,349,Bela Vista,São Paulo,SP,01327-905,4,1.0,"-46.646521, -23.5562036",BELA VISTA,3229.7467355916324
RA55000321,Silvino Ninharelhos Reis Penteado,20,2412.43,branca,masculino,4,privada,direito,Praça Aramã,946,Jardim Nordeste,São Paulo,SP,03691-160,4,0.8,"-46.486362, -23.5320195",ARTUR ALVIM,18884.990961833042
RA55000322,Rafaell Aragão,20,1414.44,branca,masculino,4,privada,design,Rua Marechal Morais Âncora,434,Jardim Maria Luiza,São Paulo,SP,05371-000,5,1.3333333333333333,"-46.7566145, -23.5859557",RIO PEQUENO,10225.822452287508
RA55000323,Jackeline Maior Calheiros Barreto,20,1624.43,branca,feminino,4,privada,engenharia biomédica,Avenida Moaci,772,Planalto Paulista,São Paulo,SP,04093-901,5,0.8,"-46.6615498, -23.6134924",MOEMA,8468.101889170219
RA55000324,Ebenezer Coutinho Amado,21,2038.88,branca,masculino,5,privada,filosofia,Rua Soldado Gentil Guimarães,750,Parque Novo Mundo,São Paulo,SP,02144-010,4,1.6666666666666667,"-46.5692414, -23.5036781",VILA MARIA,11094.74615957559
RA55000325,Lindimar Vigário Olaio,21,1519.88,branca,feminino,5,pública,filosofia,Viela Treze de Abril,495,Jardim Nazareth,São Paulo,SP,08150-750,5,1.6666666666666667,"-46.4040452, -23.5165078",VILA CURUCA,27385.846594936094
RA55000326,Nelivaldo Leão,21,1875.88,branca,masculino,5,privada,design,Praça Kant,199,Jardim Vila Mariana,São Paulo,SP,04116-230,4,1.6666666666666667,"-46.6228266, -23.592469",VILA MARIANA,7821.8579143007055
RA55000327,Sabrine Carneiro,21,2307.87,branca,feminino,5,privada,ciência da computação,Rua Vinte e Dois de Abril,329,Lajeado,São Paulo,SP,08450-420,5,1.25,"-46.3993909, -23.5444124",LAJEADO,27761.759421900246
RA55000328,Dyovana Frajuca Ferrão,21,1619.88,preta,feminino,5,privada,engenharia biomédica,Rua Rio de Janeiro,805,Parque Recreio,São Paulo,SP,04891-230,4,1.0,"-46.7442007, -23.8480828",PARELHEIROS,35361.43494647678
RA55000329,Cleneci Batata,21,2341.87,branca,feminino,5,privada,engenharia biomédica,Rua André de Almeida,410,Cidade São Mateus,São Paulo,SP,03950-000,5,1.0,"-46.4885923, -23.5894345",SAO MATEUS,19502.270763234083
RA55000330,Dalila Franca Amado Quintana,21,1648.88,branca,feminino,5,privada,medicina,Rua José de Almeida,979,Vila Medeiros,São Paulo,SP,02204-001,5,0.8333333333333334,"-46.59184579999999, -23.4867237",VILA MEDEIROS,9921.860369909095
RA55000331,Elen Sobreira,21,2238.88,branca,feminino,5,pública,medicina,Rua do Buruí,876,Parque Casa de Pedra,São Paulo,SP,02320-170,4,0.8333333333333334,"-46.5953586, -23.4483439",TREMEMBE,12653.572321365267
RA55000332,Jadia Cangueiro Reino Torquato,21,1305.88,branca,feminino,5,pública,filosofia,Rua Capitão Salomão,840,Centro,São Paulo,SP,01034-020,4,1.6666666666666667,"-46.6369455, -23.5429693",REPUBLICA,3538.623417017247
RA55000333,Doriceia Moura Coelho,21,1632.88,branca,feminino,5,pública,ciência da computação,Rua Capitão João Noronha,747,Parque Mandaqui,São Paulo,SP,02418-050,5,1.25,"-46.6291221, -23.471756",MANDAQUI,8552.590789477483
RA55000334,Denocir Caiado Cachoeira Palos,21,1705.88,branca,masculino,5,privada,design,Praça Marechal Deodoro,187,Santa Cecília,São Paulo,SP,01150-010,5,1.6666666666666667,"-46.6547291, -23.5348011",SANTA CECILIA,1719.4579500156503
RA55000335,Avair Meira Nobre,21,2022.88,branca,masculino,5,privada,história,Praça Opala,269,Vila Euthalia,São Paulo,SP,03518-065,4,1.25,"-46.5232995, -23.5434301",VILA MATILDE,15112.402163532917
RA55000336,Marielle Lima Aleixo,21,2403.87,branca,feminino,5,privada,história,Rua Marcos Lopes,456,Vila Nova Conceição,São Paulo,SP,04513-080,5,1.25,"-46.67151459999999, -23.5985126",MOEMA,6740.164790647067
RA55000337,Jullia Montenegro,21,1891.88,branca,feminino,5,pública,direito,Rua Treze de Agosto,881,Vila União (Zona Leste),São Paulo,SP,03920-070,5,1.0,"-46.5206946, -23.597979",SAPOPEMBA,16754.085832078486
RA55000338,Silvanara Cardoso Bingre,21,2273.88,branca,feminino,5,privada,administração,Rua Duque Costa,420,Vila Sofia,São Paulo,SP,04671-160,4,1.25,"-46.6906946, -23.6587313",CAMPO GRANDE,13601.597811524662
RA55000339,Orelia Casalinho Chamusca Silveira,21,1710.88,branca,feminino,5,pública,design,Rua Capitão Fidélis,7,Santo Amaro,São Paulo,SP,04744-070,5,1.6666666666666667,"-46.7087692, -23.6579301",SANTO AMARO,13904.877421491563
RA55000340,Abraham Cotrim Camelo,21,2195.88,branca,masculino,5,privada,história,Praça Opala,269,Vila Euthalia,São Paulo,SP,03518-065,4,1.25,"-46.5232995, -23.5434301",VILA MATILDE,15112.402163532917
RA55000341,Leonete Flores Sítima Esteves,21,1844.88,branca,feminino,5,pública,ciência da computação,Rua Sargento Advíncola,568,Parque Mandaqui,São Paulo,SP,02418-130,5,1.25,"-46.6295874, -23.4694138",TUCURUVI,8756.292921071075
RA55000342,Andria Calçada,21,1357.88,branca,feminino,5,pública,design,Rua Dois de Julho,506,Ipiranga,São Paulo,SP,04215-000,4,1.6666666666666667,"-46.6012332, -23.5960735",IPIRANGA,9635.918152259384
RA55000343,Alzirene Carmona,21,1317.88,branca,feminino,5,pública,engenharia biomédica,Rua Manuel Pinto,121,Jardim Eliza,São Paulo,SP,05776-460,4,1.0,"-46.7483126, -23.6372559",CAMPO LIMPO,13574.952178879495
RA55000344,Aguilar Maia,21,1946.88,branca,feminino,5,pública,ciência da computação,Praça Alves Barbosa,878,Vila Bonilha,São Paulo,SP,02935-140,5,1.25,"-46.717821, -23.4890898",PIRITUBA,7247.598908126163
RA55000345,Luzinea Meneses Granjeiro Figueiró,21,2279.88,branca,feminino,5,pública,administração,Rua Domingos Maza,903,Vila Boaçava,São Paulo,SP,05170-280,5,1.25,"-46.7502212, -23.4831725",PIRITUBA,10131.596351050941
RA55000346,Edinei Couto Vasques,21,1847.88,branca,feminino,5,privada,ciência da computação,Rua Caetano de Moura,216,Vila Nina,São Paulo,SP,02833-060,5,1.25,"-46.6922537, -23.4782964",FREGUESIA DO O,7004.921836183093
RA55000347,Kauara César,21,2105.88,branca,feminino,5,privada,administração,Rua Marechal Deodoro,565,Santo Amaro,São Paulo,SP,04738-900,4,1.25,"-46.6961782, -23.6408194",SANTO AMARO,11738.05059892166
RA55000348,Ezanir Calheiros Estrada,21,1374.88,preta,feminino,5,pública,ciência de dados,Rua Diogo Barbosa,435,Vila Marari,São Paulo,SP,04403-210,5,1.4285714285714286,"-46.6631442, -23.6751645",CID ADEMAR,15310.336636793372
RA55000349,Juli Anhaia,21,1393.88,preta,masculino,5,privada,história,Rua Joaquim Caetano,994,Cidade Nova América,São Paulo,SP,04897-525,5,1.25,"-46.6795882, -23.8695285",PARELHEIROS,36972.72307699568
RA55000350,Deividiane Esteves Barros Cisneiros,21,2050.88,branca,feminino,5,pública,filosofia,Praça M'Boi,904,Butantã,São Paulo,SP,05511-030,4,1.6666666666666667,"-46.751149, -23.5726334",RIO PEQUENO,9027.675237697018
